".Allamakee County, Iowa","13,960"
".Appanoose County, Iowa","12,094"
".Audubon County, Iowa","5,598"
".Benton County, Iowa","25,711"
".Black Hawk County, Iowa","130,274"
".Boone County, Iowa","26,609"
".Bremer County, Iowa","25,259"
".Buchanan County, Iowa","20,714"
".Buena Vista County, Iowa","20,600"
".Butler County, Iowa","14,269"
".Calhoun County, Iowa","9,725"
".Carroll County, Iowa","20,567"
".Cass County, Iowa","13,104"
".Cedar County, Iowa","18,399"
".Cerro Gordo County, Iowa","42,409"
".Cherokee County, Iowa","11,491"
".Chickasaw County, Iowa","11,716"
".Clarke County, Iowa","9,692"
".Clay County, Iowa","16,475"
".Clayton County, Iowa","17,027"
".Clinton County, Iowa","46,344"
".Crawford County, Iowa","16,123"
".Dallas County, Iowa","108,016"
